institutionCode,total_idig,has_collectionCode_idig,has_catalogNumber_idig,has_preparations_idig,has_scientificName_idig,has_scientificNameID_idig,has_acceptedNameUsage_idig,has_identificationID_idig,has_locality_idig,has_higherGeography_idig,has_continent_idig,has_countryCode_idig,has_stateProvince_idig,has_county_idig,has_decimalLatitude_idig,has_decimalLongitude_idig,has_coordinates_idig,has_verbatimElevation_idig,has_verbatimDepth_idig,has_image_idig,has_dateIdentified_idig,has_identifiedBy_idig,has_recordedBy_idig,has_eventDate_idig,has_recordNumber_idig,File_idig,total_gbif,has_collectionCode_gbif,has_catalogNumber_gbif,has_preparations_gbif,has_speciesKey,has_scientificName_gbif,has_scientificNameID_gbif,has_acceptedNameUsage_gbif,has_identificationID_gbif,has_locality_gbif,has_higherGeography_gbif,has_continent_gbif,has_countryCode_gbif,has_stateProvince_gbif,has_county_gbif,has_decimalLatitude_gbif,has_decimalLongitude_gbif,has_coordinates_gbif,has_verbatimElevation_gbif,has_verbatimDepth_gbif,has_image_gbif,has_dateIdentified_gbif,has_identifiedBy_gbif,has_recordedBy_gbif,has_eventDate_gbif,has_recordNumber_gbif,File_gbif,month,has_speciesKey_idig,has_speciesKey_gbif
SC,3872,0,3872,NA,3872,NA,0,NA,656,NA,NA,3810,NA,NA,NA,NA,306,NA,NA,2730,654,655,662,582,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
SCFS,1000,1000,1000,NA,1000,NA,0,NA,999,NA,NA,1000,NA,NA,NA,NA,922,NA,NA,0,0,0,998,992,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,1689,0,1687,NA,NA,1689,NA,0,NA,1671,0,NA,1686,NA,NA,NA,NA,1661,NA,NA,1549,569,1065,1685,1678,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,1626
SCIR,1296,0,1296,NA,1296,NA,0,NA,1275,NA,NA,1273,NA,NA,NA,NA,1275,NA,NA,1282,65,54,1291,1275,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
SD,127440,127440,127440,NA,127440,NA,0,NA,127197,NA,NA,127440,NA,NA,NA,NA,114930,NA,NA,0,0,0,127437,126953,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,252061,0,27611,NA,NA,252061,NA,0,NA,250197,0,NA,251421,NA,NA,NA,NA,204203,NA,NA,29280,2,0,251507,242146,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,248469
SDSM,1059,1059,1059,NA,1059,NA,0,NA,0,NA,NA,1041,NA,NA,NA,NA,0,NA,NA,0,0,0,0,61,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,146,146,146,NA,NA,146,NA,0,NA,0,139,NA,139,NA,NA,NA,NA,0,NA,NA,0,0,0,0,59,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,8
SDSU,33534,33534,33533,NA,33534,NA,0,NA,32308,NA,NA,33532,NA,NA,NA,NA,18416,NA,NA,2,16656,16694,33282,32934,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,22675,150,22645,NA,NA,22675,NA,0,NA,21882,0,NA,22617,NA,NA,NA,NA,18287,NA,NA,16354,7540,12168,22658,22060,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,22243
SEINet,268,33,266,NA,268,NA,0,NA,261,NA,NA,268,NA,NA,NA,NA,263,NA,NA,15,93,108,268,262,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,12,9,12,NA,NA,12,NA,0,NA,9,0,NA,12,NA,NA,NA,NA,12,NA,NA,10,7,10,12,11,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,12
SEL,6216,0,6216,NA,6216,NA,0,NA,5866,NA,NA,6214,NA,NA,NA,NA,2650,NA,NA,5906,1487,1688,6216,5886,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
"SEL, CM",1,0,1,NA,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
"SEL, FLAS",9,0,9,NA,9,NA,0,NA,7,NA,NA,9,NA,NA,NA,NA,4,NA,NA,7,0,5,9,7,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
"SEL, MO",1,0,1,NA,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,0,1,1,1,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
"SEL, USF",61,0,61,NA,61,NA,0,NA,61,NA,NA,61,NA,NA,NA,NA,23,NA,NA,61,0,0,61,61,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
"SEL,AMES",1,0,1,NA,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,0,1,1,1,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
SENEY,741,0,741,NA,741,NA,0,NA,734,NA,NA,730,NA,NA,NA,NA,0,NA,NA,734,283,283,741,693,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
SFSU,34336,0,34318,NA,34336,NA,0,NA,26138,NA,NA,27120,NA,NA,NA,NA,21786,NA,NA,33545,1116,26209,34269,33219,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
SFV,7201,7201,7201,NA,7201,NA,0,NA,7189,NA,NA,7201,NA,NA,NA,NA,5646,NA,NA,0,0,0,7201,7184,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,16270,0,16155,NA,NA,16270,NA,0,NA,16237,0,NA,16261,NA,NA,NA,NA,14233,NA,NA,16155,1636,2802,16270,15960,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,15943
SIM,23935,0,23935,NA,23935,NA,0,NA,20184,NA,NA,23436,NA,NA,NA,NA,10445,NA,NA,21315,6,30,23905,20551,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
SIU,6785,0,6785,NA,6785,NA,0,NA,6723,NA,NA,6768,NA,NA,NA,NA,409,NA,NA,6785,398,2838,6770,4770,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
SJSU,10115,10115,10115,NA,10115,NA,0,NA,10103,NA,NA,10115,NA,NA,NA,NA,5496,NA,NA,0,0,0,10115,10114,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,15931,0,15891,NA,NA,15931,NA,0,NA,15908,0,NA,15926,NA,NA,NA,NA,9427,NA,NA,0,13,44,15931,15865,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,15807
SMU,804,0,804,NA,804,NA,0,NA,650,NA,NA,794,NA,NA,NA,NA,13,NA,NA,0,231,320,804,631,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
SNM,27589,0,27588,NA,27589,NA,0,NA,26927,NA,NA,27588,NA,NA,NA,NA,7539,NA,NA,0,9237,9265,27516,26805,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
SOC,18227,18227,18227,NA,18227,NA,18094,NA,17633,NA,NA,18207,NA,NA,NA,NA,1315,NA,NA,16755,9001,17673,18227,18111,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
SRP,94195,71427,83052,NA,94195,NA,67922,NA,80817,NA,NA,82362,NA,NA,NA,NA,56999,NA,NA,79163,12028,32256,82336,82091,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
SUU,5713,0,5637,NA,5713,NA,0,NA,5100,NA,NA,5469,NA,NA,NA,NA,1160,NA,NA,1015,5402,5436,5485,5334,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
SWRS,1670,0,1670,NA,1670,NA,0,NA,1648,NA,NA,1670,NA,NA,NA,NA,1,NA,NA,0,1629,1663,1669,1645,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
SYRF,6991,0,6991,NA,6986,NA,0,NA,5767,NA,NA,6194,NA,NA,NA,NA,5,NA,NA,6885,84,2155,6348,6099,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
TAC,2096,0,2096,NA,2096,NA,0,NA,1749,NA,NA,2085,NA,NA,NA,NA,385,NA,NA,0,1913,1925,2083,2052,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
TAES,846,0,846,NA,846,NA,0,NA,845,NA,NA,841,NA,NA,NA,NA,839,NA,NA,845,837,839,846,838,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
TAWES,4357,0,4357,NA,4357,NA,0,NA,3108,NA,NA,4357,NA,NA,NA,NA,92,NA,NA,3217,63,63,4234,3108,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
TENN,414921,67092,414921,NA,414921,NA,0,NA,167494,NA,NA,411991,NA,NA,NA,NA,151187,NA,NA,349598,13754,52063,172378,170697,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,419643,70186,419643,NA,NA,419643,NA,0,NA,177416,0,NA,417454,NA,NA,NA,NA,161361,NA,NA,356203,8524,54225,182548,178098,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,396821
TEX,1,1,1,NA,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,NA,0,NA,NA,1,1,1,1,1,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,1,1,1,NA,NA,1,NA,0,NA,1,0,NA,1,NA,NA,NA,NA,0,NA,NA,1,1,1,1,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,1
TLE,25440,0,25440,NA,25440,NA,0,NA,24992,NA,NA,25341,NA,NA,NA,NA,13944,NA,NA,24017,21758,22265,25420,25138,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
TLU,5389,5389,0,NA,5389,NA,0,NA,5362,NA,NA,5388,NA,NA,NA,NA,5254,NA,NA,0,142,167,5389,5360,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
TROY,14534,0,14534,NA,14534,NA,0,NA,14534,NA,NA,14534,NA,NA,NA,NA,4971,NA,NA,14534,0,0,14533,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
TTRS,10505,10505,10505,NA,10505,NA,0,NA,10383,NA,NA,10505,NA,NA,NA,NA,10459,NA,NA,10043,0,0,10445,507,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
TTU,10,10,9,NA,10,NA,0,NA,8,NA,NA,10,NA,NA,NA,NA,8,NA,NA,0,0,1,3,1,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,25,25,23,NA,NA,25,NA,0,NA,25,0,NA,25,NA,NA,NA,NA,25,NA,NA,0,0,3,12,20,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,15
TU,67,67,67,NA,67,NA,0,NA,0,NA,NA,54,NA,NA,NA,NA,46,NA,NA,0,0,0,67,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UAAH,11201,11201,11201,NA,11201,NA,11033,NA,10568,NA,NA,11194,NA,NA,NA,NA,10508,NA,NA,6800,3644,4471,11113,11144,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UAM,200695,200695,200695,NA,200695,NA,0,NA,200695,NA,NA,125497,NA,NA,NA,NA,122633,NA,NA,172315,199369,200695,200691,200695,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,205686,205686,205686,NA,NA,205686,NA,0,NA,205686,205686,NA,135820,NA,NA,NA,NA,126605,NA,NA,173287,200305,205686,205682,200031,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,195505
UAMb,74247,74247,74247,NA,74247,NA,0,NA,74247,NA,NA,72917,NA,NA,NA,NA,29489,NA,NA,56788,74236,74247,74247,74247,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,74529,74529,74529,NA,NA,74529,NA,0,NA,74529,74529,NA,74133,NA,NA,NA,NA,29714,NA,NA,57013,74513,74529,74529,74402,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,70052
UARK,2727,0,2727,NA,2727,NA,0,NA,2712,NA,NA,2538,NA,NA,NA,NA,1171,NA,NA,2727,1503,2635,2710,2665,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UC,490499,260687,490494,NA,490499,NA,0,NA,396043,NA,NA,407887,NA,NA,NA,NA,263889,NA,NA,220413,6432,18698,411497,399778,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UCD,102124,102124,102124,NA,102124,NA,0,NA,101980,NA,NA,102124,NA,NA,NA,NA,68001,NA,NA,0,0,0,101946,100088,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UCHT,43163,1,42101,NA,43163,NA,0,NA,6837,NA,NA,42684,NA,NA,NA,NA,33,NA,NA,9947,687,745,9007,8642,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UCLA,690,690,690,NA,690,NA,0,NA,654,NA,NA,690,NA,NA,NA,NA,492,NA,NA,0,0,0,690,653,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UCM,230,230,230,NA,230,NA,0,NA,230,NA,NA,223,NA,NA,NA,NA,14,NA,NA,0,215,216,217,212,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,19,19,19,NA,NA,19,NA,0,NA,0,0,NA,19,NA,NA,NA,NA,13,NA,NA,1,3,4,6,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,0
UCMP,61968,61968,61968,NA,60329,NA,0,NA,60278,NA,NA,60605,NA,NA,NA,NA,13532,NA,NA,914,0,0,32638,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,44354,44354,44354,NA,NA,44354,NA,0,NA,44327,0,NA,43098,NA,NA,NA,NA,7204,NA,NA,684,0,0,30980,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,14157
UConn,155695,155695,155694,NA,155695,NA,0,NA,143429,NA,NA,152708,NA,NA,NA,NA,136411,NA,NA,150277,4054,5308,151968,153899,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UCR,420768,420767,154233,NA,420768,NA,0,NA,420756,NA,NA,420757,NA,NA,NA,NA,401028,NA,NA,54,76936,86589,420768,154199,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,264382,54,50239,NA,NA,264382,NA,0,NA,264281,0,NA,264292,NA,NA,NA,NA,247533,NA,NA,38922,81158,90264,264382,261568,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,254252
UCSB,36815,36815,36815,NA,36814,NA,0,NA,36803,NA,NA,36813,NA,NA,NA,NA,17687,NA,NA,28,8,6,36245,36409,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,50440,0,48717,NA,NA,50440,NA,0,NA,50227,0,NA,50093,NA,NA,NA,NA,32656,NA,NA,44152,407,2889,49698,48409,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,49494
UCSC,7348,7337,7338,NA,7348,NA,0,NA,7270,NA,NA,7348,NA,NA,NA,NA,4489,NA,NA,1,0,0,7345,7065,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,13206,0,2444,NA,NA,13206,NA,0,NA,13047,0,NA,13187,NA,NA,NA,NA,8218,NA,NA,2610,480,597,13174,12786,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,12204
UD,62,62,62,NA,62,NA,0,NA,31,NA,NA,62,NA,NA,NA,NA,62,NA,NA,0,62,62,55,62,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,64,64,64,NA,NA,64,NA,0,NA,32,0,NA,64,NA,NA,NA,NA,64,NA,NA,0,63,64,57,64,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,63
UF,20111,20111,20109,NA,20111,NA,0,NA,15235,NA,NA,19794,NA,NA,NA,NA,17452,NA,NA,1,0,0,18534,3307,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,31080,31080,31077,NA,NA,31080,NA,0,NA,31011,31062,NA,31042,NA,NA,NA,NA,27976,NA,NA,1,0,0,28689,240,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,7540
UHIM,10,10,10,NA,10,NA,0,NA,0,NA,NA,10,NA,NA,NA,NA,0,NA,NA,10,0,0,10,10,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,43,43,43,NA,NA,43,NA,0,NA,22,0,NA,40,NA,NA,NA,NA,0,NA,NA,43,0,0,39,40,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,10
UHM,1519,1519,1519,NA,1519,NA,0,NA,1418,NA,NA,1488,NA,NA,NA,NA,1460,NA,NA,644,534,1055,1392,1368,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,2252,2252,2252,NA,NA,2252,NA,0,NA,0,0,NA,2151,NA,NA,NA,NA,2151,NA,NA,0,0,0,0,0,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,1429
UMFK,46285,0,46285,NA,46285,NA,0,NA,46280,NA,NA,46285,NA,NA,NA,NA,747,NA,NA,0,0,46253,46284,46274,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UMMZ,128,128,128,NA,128,NA,0,NA,128,NA,NA,124,NA,NA,NA,NA,22,NA,NA,0,0,0,128,38,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,16,16,16,NA,NA,16,NA,0,NA,15,0,NA,15,NA,NA,NA,NA,3,NA,NA,0,0,0,14,1,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,15
UNA,2394,0,2394,NA,2394,NA,0,NA,2388,NA,NA,2377,NA,NA,NA,NA,2229,NA,NA,2363,490,525,2394,2302,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UNAF,4878,0,3153,NA,4878,NA,0,NA,4843,NA,NA,4875,NA,NA,NA,NA,2375,NA,NA,2379,2328,2378,4869,4838,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UNCA,7839,0,7839,NA,7839,NA,0,NA,7371,NA,NA,7830,NA,NA,NA,NA,3407,NA,NA,1,7829,7835,7782,7354,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UNCC,9590,9590,9590,NA,9590,NA,0,NA,8550,NA,NA,9555,NA,NA,NA,NA,1726,NA,NA,6987,119,119,9589,8533,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UNLV,3143,0,3143,NA,3143,NA,0,NA,3138,NA,NA,3143,NA,NA,NA,NA,1601,NA,NA,3143,1597,1682,3141,3134,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
UNM,125905,125905,59790,NA,125905,NA,0,NA,121935,NA,NA,125410,NA,NA,NA,NA,58640,NA,NA,56264,32252,44419,125731,121151,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,128415,128415,121532,NA,NA,128415,NA,0,NA,124472,2,NA,128303,NA,NA,NA,NA,73186,NA,NA,117067,32040,45410,128239,123966,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,125565
UOMNH,10417,10417,10415,NA,9593,NA,0,NA,10329,NA,NA,9047,NA,NA,NA,NA,1265,NA,NA,0,0,5995,8929,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,18572,18572,18570,NA,NA,18572,NA,0,NA,8321,9739,NA,17570,NA,NA,NA,NA,1009,NA,NA,969,0,10482,15862,382,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,6130
URV,2261,0,2261,NA,2261,NA,0,NA,2246,NA,NA,2261,NA,NA,NA,NA,262,NA,NA,2249,1845,1904,2260,2240,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
US,3178979,3178979,2907734,NA,3178978,NA,0,NA,2925066,NA,NA,3112641,NA,NA,NA,NA,529671,NA,NA,2366710,0,450893,3166866,0,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,3220812,3220812,2939880,NA,NA,3220812,NA,0,NA,2968505,3215942,NA,3211502,NA,NA,NA,NA,547352,NA,NA,2393111,0,441396,3208588,2930859,NA,gbif_us_institutionCode_MIDS_2020.07.08.csv,july,NA,2998537
USAM,621,0,621,NA,621,NA,0,NA,580,NA,NA,600,NA,NA,NA,NA,588,NA,NA,607,0,7,548,529,NA,idigbio_us_institutionCode_MIDS_2020.07.13.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,july,NA,NA
